0.4728212, 0.07580849, 0.01530474
0.2909482, 0.1970421, 0.06833114
0.3327742, 0.2202834, 0.1078456
0.1067295, 0.1164263, 0.04150377
0.150962, 0.1438182, 0.02496579
0.3597999, 0.1988389, -0.1266617
0.365738, 0.1702537, 0.03197409
0.4874381, 0.1120808, 0.03325611
0.1303279, 0.0854519, -0.03684337
0.101418, 0.1616579, -0.00632555
0.2557262, 0.1946235, 0.06069238
0.2677598, 0.1789846, 0.09488209
0.3032245, 0.1385927, 0.05998393
0.1877505, 0.06207463, 0.05708857
0.330801, 0.04469796, 0.09077825
0.09141672, 0.2514192, -0.1085446
0.1692588, 0.1496723, -0.02430791
0.2183307, 0.1206953, 0.01751748
0.1417489, 0.1575438, 0.08232222
0.3729098, 0.2027043, -0.0938973
0.1680312, 0.1326046, -0.006505467
0.3018532, 0.1648541, 0.04207565
0.119023, 0.1208851, 0.07211291
0.09255701, 0.2379801, 0.02018432
0.4344231, 0.2235212, -0.06978738
0.1764905, 0.1959565, 0.108155
0.2784282, 0.2021187, -0.08762005
0.2276308, 0.1134771, -0.004099049
0.4350793, 0.2784211, -0.1049406
0.2859224, 0.1547993, 0.1184173
0.3422471, 0.251399, -0.07263155
0.4145629, 0.201803, -0.07746853
0.4630154, 0.1629907, 0.03641784
0.08135366, 0.2473819, 0.003990471
0.2833076, 0.2618017, -0.07608503
0.3784008, 0.07370977, 0.09609843
0.3535272, 0.1941676, 0.000219129
0.2355711, 0.1776171, 0.007438608
0.3637167, 0.1682927, 0.1136644
0.07451969, 0.1102117, 0.07494996
0.1853097, 0.08050169, 0.03340713
0.1757929, 0.03805018, -0.004891135
0.2679647, 0.2756473, 0.09121837
0.07097793, 0.2647603, 0.1065096
0.2144152, 0.2729748, -0.03268284
0.3751912, 0.1496825, -0.1177791
0.1554601, 0.07145846, -0.1022725
0.1521935, 0.1268316, 0.04769682
0.07299769, 0.03532762, 0.05586381
0.4069116, 0.07977554, 0.007720899
